birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,inc_ability,inc_exp,income,insur_1,insur_2,insur_3,insur_4,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,join_party,learn,leisure_1,leisure_10,leisure_11,leisure_12,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,media_1,media_2,media_3,media_4,media_5,media_6,minor_child,nationality,neighbor_familiarity,political,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,province,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_type,trust_1,trust_10,trust_11,trust_12,trust_13,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,age
1974,1,65,6,7,4,2,103,0,3,9,4,1936,3,4,2,600000.0,2,4,110.0,1,4.0,4,5,167,2,2,1.0,2,100000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,1,5,5,1,5,3,2,4,4,3,1,2,1940,3,1,2,3,1996.0,1996.0,3,3,2,5,5,5,1.0,1,3,4,0,0,0,0,0,0,0,0,1,0,22,100,100.0,100,95,100.0,100,100,100,100,4,1,1,1974.0,9.0,2.0,30000.0,4.0,1.0,3.0,1.0,4,3.0,5.0,4,1,1,2,1,5,4,-8,5,3,3,5,5,5,5,3,5,-8,4,120,1,2.0,3.0,1.0,23.0,41
1968,2,18,2,3,3,5,34,0,5,7,4,1931,1,1,1,40000.0,3,2,37.0,1,4.0,5,5,170,1,5,2.0,3,80000.0,20000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,4,2,5,5,1,3,3,4,4,4,4,3,4,1932,1,1,16,3,1994.0,1994.0,2,2,1,4,5,1,1.0,1,3,1,0,0,1,0,0,0,0,0,0,0,7,60,60.0,60,60,30.0,30,20,60,60,5,1,1,1969.0,6.0,5.0,20000.0,1.0,1.0,3.0,1.0,2,5.0,6.0,2,1,3,2,1,3,3,-8,3,2,3,3,3,4,3,3,4,3,3,140,1,3.0,3.0,1.0,30.0,47
1983,1,23,4,6,2,2,45,1,4,3,4,1953,3,1,2,130000.0,5,5,120.0,1,4.0,5,4,175,2,1,1.0,2,200000.0,50000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,1,4,3,5,4,4,3,2,5,1956,1,1,2,3,2009.0,2009.0,1,1,1,2,5,5,1.0,1,4,1,0,0,0,0,1,0,0,0,0,0,9,60,60.0,50,50,50.0,50,60,-2,60,3,1,1,1989.0,4.0,1.0,50000.0,1.0,1.0,6.0,1.0,6,3.0,3.0,3,0,2,2,2,4,1,-8,-8,1,1,1,1,5,4,1,1,1,5,124,1,4.0,6.0,1.0,18.0,32
1968,1,18,6,8,5,5,38,1,5,6,4,1939,3,1,1,200000.0,3,3,110.0,2,4.0,4,5,162,3,2,1.0,2,50000.0,50000,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,5,5,1,4,2,4,5,4,5,4,1,1939,3,1,1,3,1990.0,1990.0,2,2,1,5,5,5,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,7,80,60.0,60,60,60.0,60,60,60,60,4,1,1,1963.0,12.0,2.0,150000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,1,0,1,2,1,5,2,-8,4,1,-8,-8,-8,4,4,2,3,3,4,100,1,3.0,3.0,1.0,28.0,47
1967,1,7,7,7,4,4,22,1,5,4,2,1931,1,1,1,60000.0,4,3,70.0,2,4.0,3,5,165,1,1,1.0,3,20000.0,15000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,3,4,5,3,5,4,1,1937,1,1,2,3,1991.0,1991.0,2,1,1,5,5,2,0.0,1,4,1,0,0,0,0,0,1,0,0,0,0,4,60,60.0,60,60,60.0,60,50,60,60,3,1,1,1971.0,4.0,2.0,30000.0,1.0,1.0,5.0,2.0,2,4.0,4.0,2,0,2,2,2,3,2,2,2,3,3,3,3,4,4,3,4,4,4,200,1,3.0,3.0,1.0,21.0,48
1974,1,28,3,4,2,2,51,1,4,11,4,1938,3,1,2,50000.0,3,3,50.0,1,4.0,5,5,185,1,1,2.0,2,50000.0,30000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,4,4,1,4,3,4,4,4,3,4,3,1942,4,1,2,3,1999.0,1999.0,1,1,1,4,4,4,1.0,1,5,1,0,1,0,0,0,0,0,0,0,0,10,40,50.0,60,50,50.0,40,40,50,40,3,1,1,1973.0,5.0,1.0,20000.0,1.0,1.0,4.0,1.0,1,2.0,2.0,4,0,1,2,2,3,2,2,2,2,3,2,2,3,3,3,3,2,3,150,2,0.0,0.0,0.0,0.0,41
1968,2,24,5,7,3,2,46,2,5,3,4,-2,1,1,2,70000.0,3,2,80.0,2,4.0,5,5,155,1,1,1.0,2,-2.0,6000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,4,4,5,5,-2,-8,4,2,3,1996.0,1996.0,1,1,1,4,1,1,2.0,1,3,1,0,0,1,0,0,0,0,0,0,0,10,80,70.0,80,70,80.0,80,70,80,80,4,1,1,1972.0,3.0,1.0,1000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,1,0,2,3,2,4,3,3,3,2,4,4,4,4,4,3,4,3,4,110,3,0.0,0.0,0.0,0.0,47
1978,1,21,7,8,4,3,43,0,4,6,4,-2,4,1,2,70000.0,2,4,40.0,1,5.0,4,5,175,1,1,1.0,2,100000.0,700000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,3,5,3,3,4,4,4,1,4,-2,3,1,2,3,2001.0,2001.0,3,3,2,5,3,2,2.0,1,3,1,0,0,0,0,0,0,0,0,1,0,9,80,80.0,70,80,80.0,70,70,80,80,3,1,1,1977.0,6.0,1.0,50000.0,1.0,3.0,0.0,0.0,1,2.0,2.0,3,2,1,1,1,4,4,-8,4,3,4,4,4,4,4,3,5,5,4,150,2,0.0,0.0,0.0,0.0,37
1976,1,59,6,7,5,5,95,1,5,6,3,1949,3,4,1,150000.0,3,3,67.0,2,4.0,3,5,160,2,2,2.0,2,50000.0,50000,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,5,5,1,3,3,3,4,4,3,2,3,1949,6,1,1,3,1999.0,1999.0,3,3,2,2,5,3,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,19,80,70.0,70,80,80.0,90,70,80,80,3,1,1,1971.0,8.0,2.0,100000.0,1.0,1.0,2.0,1.0,1,3.0,6.0,3,0,2,2,1,4,4,-8,4,3,4,4,4,5,5,4,4,3,4,120,1,2.0,2.0,1.0,20.0,39
1958,2,64,5,2,1,1,102,1,5,4,3,1926,-8,1,2,15000.0,2,2,106.0,1,4.0,4,5,170,1,5,1.0,2,25000.0,15000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,2,5,5,5,3,3,5,3,3,5,2,1929,1,1,2,3,1984.0,1984.0,2,3,1,5,1,1,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,21,80,80.0,80,90,60.0,70,80,100,60,1,1,1,1960.0,6.0,2.0,0.0,1.0,4.0,0.0,0.0,1,3.0,2.0,1,0,2,2,1,4,-8,-8,-8,1,-8,-8,-8,5,5,4,4,1,4,178,5,0.0,0.0,0.0,0.0,57
1993,2,7,5,7,5,5,22,0,5,4,3,1968,3,1,1,13000.0,3,3,35.0,1,5.0,5,5,179,2,1,3.0,1,80000.0,60000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,5,5,5,1,3,4,5,5,4,4,2,5,1971,3,1,15,1,0.0,0.0,1,1,1,2,5,1,0.0,1,4,1,0,0,0,0,0,0,0,0,1,0,4,80,85.0,60,85,60.0,80,80,80,90,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,0,2,2,2,4,4,5,3,1,3,5,3,5,5,3,5,3,3,160,1,3.0,5.0,1.0,4.0,22
1985,2,82,4,7,2,2,125,2,5,4,4,1944,1,1,1,40000.0,5,3,33.0,1,4.0,5,5,173,0,2,2.0,2,50000.0,40000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,5,4,4,5,1949,1,1,2,3,2004.0,2004.0,2,2,1,4,4,1,2.0,1,2,1,0,0,0,0,0,0,0,0,1,0,29,70,80.0,70,60,70.0,90,80,70,60,4,1,1,1984.0,4.0,2.0,0.0,1.0,6.0,0.0,0.0,1,5.0,3.0,2,0,1,2,1,3,-8,-8,-8,1,2,4,2,4,-8,1,4,-8,5,100,1,3.0,3.0,1.0,10.0,30
1955,2,51,3,3,2,2,84,1,4,1,2,-2,1,1,2,4000.0,2,2,100.0,1,2.0,3,3,160,1,1,1.0,2,20000.0,4000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,3,5,5,3,5,5,4,5,5,5,-2,1,1,2,3,1975.0,1975.0,1,1,1,3,1,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,18,80,50.0,-2,70,79.0,70,60,70,70,2,1,1,1955.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1,1.0,1.0,4,1,1,3,2,5,-8,-8,5,3,5,5,5,5,-8,-8,-8,-8,3,110,3,0.0,0.0,0.0,0.0,60
1935,2,64,3,3,3,3,100,3,4,1,4,-2,1,1,3,4800.0,1,1,30.0,2,4.0,4,3,158,0,2,1.0,-8,-2.0,4800,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,5,5,5,4,5,3,5,-2,1,1,3,7,1952.0,0.0,1,1,3,4,1,1,0.0,1,4,1,0,0,0,0,0,0,0,0,1,0,21,-3,-3.0,-3,-3,-3.0,-3,-3,-3,-3,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,1.0,2,2,2,3,1,4,-8,-8,-8,3,4,4,4,4,4,3,-8,-8,4,75,4,0.0,0.0,0.0,0.0,80
1973,2,7,6,7,4,3,15,0,5,12,3,1940,5,4,1,110000.0,3,3,59.0,2,4.0,5,5,160,2,5,1.0,2,120000.0,80000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,2,5,2,1,4,3,3,4,4,3,1,3,1943,4,4,1,3,1996.0,1996.0,3,3,4,4,5,5,1.0,1,2,4,0,1,0,0,0,0,0,0,0,0,4,60,60.0,60,60,70.0,70,70,80,80,3,1,1,1967.0,6.0,5.0,30000.0,4.0,1.0,3.0,1.0,2,7.0,7.0,2,1,2,2,1,4,3,-8,3,3,4,4,4,5,5,3,4,3,5,130,1,2.0,3.0,1.0,-1.0,42
1957,2,17,4,4,4,3,33,0,4,3,3,-2,1,1,16,4000.0,5,2,100.0,2,4.0,2,4,157,1,1,1.0,3,10000.0,4000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,5,3,4,4,4,4,4,5,4,-2,1,1,16,3,1980.0,1980.0,2,2,2,2,1,2,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,6,80,70.0,50,50,50.0,60,60,80,80,3,1,1,1959.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2,2.0,2.0,3,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,4,4,3,82,3,0.0,0.0,0.0,0.0,58
1963,2,37,4,4,4,6,68,1,3,6,2,1943,7,1,1,-2.0,2,2,35.0,2,3.0,3,3,155,0,2,1.0,3,50000.0,35000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,2,1,5,4,3,5,4,4,3,1,1943,4,1,1,3,1988.0,1988.0,2,2,2,4,5,1,0.0,1,5,1,0,0,0,0,0,0,0,0,1,0,13,60,60.0,60,60,60.0,60,60,60,60,3,1,1,1961.0,6.0,2.0,-2.0,1.0,1.0,1.0,1.0,2,5.0,5.0,2,0,2,2,1,4,4,-8,-8,2,3,-8,-8,5,4,3,4,3,-8,105,1,2.0,3.0,1.0,34.0,52
1949,2,81,1,1,1,1,121,1,1,1,4,-2,1,1,2,1000.0,6,2,90.0,2,2.0,1,1,155,1,1,1.0,2,4000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,4,4,5,5,-2,1,1,2,3,1968.0,1968.0,1,1,1,2,1,1,0.0,1,3,1,0,0,0,1,0,0,0,0,0,0,28,70,70.0,80,70,70.0,70,70,70,70,1,1,1,1946.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1,3.0,3.0,2,2,3,3,2,4,3,-8,-8,1,4,4,4,4,3,2,4,2,4,140,3,0.0,0.0,0.0,0.0,66
1990,2,7,7,8,7,6,19,0,2,11,3,1963,3,1,9,-2.0,2,-8,90.0,2,4.0,5,5,165,0,1,3.0,2,108000.0,54000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,5,5,5,1,4,2,3,4,4,3,2,2,1965,6,1,9,2,-1.0,0.0,1,2,1,1,4,1,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,4,70,60.0,65,70,80.0,80,80,80,80,3,1,1,1985.0,12.0,1.0,90000.0,1.0,1.0,3.0,1.0,2,3.0,7.0,3,0,1,1,1,5,4,-8,4,3,4,-8,-8,5,2,3,5,3,4,105,1,2.0,3.0,1.0,3.0,25
1980,1,9,-8,-8,-8,-8,25,2,5,4,4,1952,1,1,2,70000.0,5,4,600.0,2,4.0,4,5,162,1,1,1.0,3,100000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,4,4,5,5,1956,1,1,2,3,2000.0,2000.0,1,1,1,3,1,1,3.0,1,4,1,0,0,0,0,1,0,0,0,0,0,5,60,40.0,60,60,60.0,75,80,75,80,4,1,1,1978.0,4.0,1.0,60000.0,1.0,3.0,0.0,0.0,1,6.0,6.0,3,1,3,2,2,5,-8,-8,-8,3,4,4,4,5,-8,4,-8,4,2,110,1,3.0,3.0,1.0,-2.0,35
1967,2,85,1,1,6,1,128,0,4,4,1,1931,4,1,1,55000.0,3,1,58.0,1,1.0,5,5,174,1,2,1.0,4,200000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,4,4,4,4,4,3,2,3,1939,6,1,15,6,1993.0,0.0,1,2,3,4,2,3,0.0,1,3,1,0,0,0,0,1,0,0,0,0,0,30,100,60.0,0,50,100.0,100,0,30,100,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,7.0,2,1,3,3,1,1,1,4,4,1,2,1,1,2,2,1,4,4,2,103,5,0.0,0.0,0.0,0.0,48
1995,2,65,1,5,1,1,103,0,3,4,3,1973,4,1,1,60000.0,4,2,70.0,1,3.0,2,2,140,1,1,1.0,2,1000.0,2400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,3,4,4,4,5,4,3,5,4,1975,1,1,1,1,0.0,0.0,1,1,1,5,2,1,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,22,80,80.0,70,80,80.0,80,80,70,75,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,2.0,4,0,2,3,2,5,3,-8,3,1,5,5,5,5,4,3,5,3,4,90,5,0.0,0.0,0.0,0.0,20
1955,2,36,5,4,6,5,67,1,4,12,2,-2,7,4,1,-2.0,1,4,120.0,2,4.0,4,4,155,1,2,2.0,2,100000.0,40000,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,4,3,4,2,2,3,3,3,3,4,2,2,3,-2,3,4,1,6,1988.0,0.0,2,2,2,4,4,3,0.0,1,2,1,0,1,0,0,0,0,0,0,0,0,13,80,80.0,70,60,60.0,70,70,60,60,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,5.0,2,0,2,3,1,3,2,2,3,2,3,3,3,4,4,3,4,2,4,110,5,0.0,0.0,0.0,0.0,60
1953,2,22,5,7,1,2,44,0,4,1,4,1903,2,1,17,10000.0,4,3,70.0,2,4.0,4,4,158,2,1,1.0,2,30000.0,800,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,3,5,5,2,5,5,1908,1,1,2,3,1978.0,1978.0,1,1,5,5,2,2,2.0,1,5,1,0,0,0,1,0,0,0,0,0,0,9,80,100.0,100,100,100.0,100,100,100,100,3,1,1,1955.0,6.0,1.0,800.0,2.0,2.0,0.0,0.0,1,2.0,2.0,5,2,1,2,2,4,3,3,3,1,3,4,3,5,3,3,5,3,5,110,3,0.0,0.0,0.0,0.0,62
1963,2,4,3,5,2,1,11,1,3,1,4,-2,1,1,2,10000.0,3,3,90.0,2,4.0,3,2,150,1,1,1.0,-8,20000.0,2000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,4,5,5,5,5,5,5,5,5,5,-2,3,1,2,3,1984.0,1984.0,1,1,1,4,1,1,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,2,70,60.0,60,60,-2.0,70,60,60,-2,3,1,2,1955.0,3.0,1.0,2000.0,1.0,2.0,0.0,0.0,1,3.0,2.0,1,1,2,3,2,5,-8,-8,-8,1,5,5,4,5,-8,3,-8,4,4,100,3,0.0,0.0,0.0,0.0,52
1980,2,1,-8,-8,-8,-8,2,0,4,9,3,1951,3,4,4,70000.0,2,3,38.0,1,3.0,3,4,170,1,5,1.0,-8,-2.0,50000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,5,5,5,3,3,2,3,4,4,2,3,1954,3,1,11,1,0.0,0.0,4,4,4,4,5,5,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,28,10.0,10,20,10.0,10,30,30,20,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,7.0,2,0,2,2,1,2,2,1,1,1,2,2,2,3,2,1,2,1,4,150,1,3.0,3.0,1.0,6.0,35
1974,1,57,5,5,5,5,93,1,4,6,4,1950,3,1,2,100000.0,3,3,103.0,2,5.0,4,4,160,1,4,1.0,2,100000.0,50000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,5,5,1,2,3,3,3,3,4,3,3,1950,3,1,2,3,1999.0,1999.0,4,3,2,4,4,3,1.0,1,4,1,0,1,1,0,0,0,0,0,0,0,19,90,90.0,90,90,90.0,90,90,90,90,2,1,1,1973.0,6.0,4.0,50000.0,1.0,1.0,3.0,1.0,1,4.0,4.0,3,0,1,2,1,4,4,4,3,4,4,4,3,4,4,4,3,4,4,110,1,3.0,3.0,1.0,15.0,41
1994,1,87,5,5,5,5,131,0,4,12,3,1964,12,4,1,100000.0,1,3,70.0,1,3.0,4,4,184,2,2,1.0,-8,200000.0,5000,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,2,2,3,4,1,2,2,5,5,4,3,3,3,1968,12,4,15,1,0.0,0.0,2,2,2,3,5,1,0.0,1,3,4,0,0,0,0,1,0,0,0,0,0,31,50,50.0,50,50,30.0,50,50,60,40,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,3.0,2,0,2,2,1,4,2,-8,4,2,4,-8,-8,4,4,3,5,5,3,160,6,0.0,0.0,0.0,0.0,21
1935,2,7,5,5,5,5,18,0,5,8,4,1920,2,1,9,90000.0,3,2,75.0,1,4.0,4,4,168,1,2,1.0,2,60000.0,50000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,5,2,5,2,2,3,3,3,3,1,1920,2,1,15,3,1961.0,1961.0,3,3,4,4,4,2,3.0,1,5,1,0,1,0,0,0,0,0,0,0,0,4,90,60.0,60,80,80.0,80,80,80,80,3,1,1,1937.0,8.0,5.0,40000.0,1.0,5.0,0.0,0.0,3,5.0,5.0,3,3,2,2,1,4,4,4,4,4,3,3,3,5,4,3,3,3,5,110,5,0.0,0.0,0.0,0.0,80
1963,1,7,1,5,9,10,18,1,3,6,2,1931,1,1,2,50000.0,4,2,84.0,2,4.0,3,2,168,1,4,2.0,-8,60000.0,20400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,3,5,3,4,5,4,4,4,2,1930,1,1,2,3,1984.0,1984.0,3,3,3,4,5,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,4,70,40.0,80,60,60.0,60,50,50,50,4,1,1,1962.0,4.0,4.0,30000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,1,0,3,2,1,5,2,-8,-8,1,4,4,4,5,5,1,5,1,3,140,5,0.0,0.0,0.0,0.0,52
1964,2,78,2,1,2,2,118,0,3,4,4,-2,4,1,1,24000.0,2,2,82.0,2,4.0,4,3,170,0,1,3.0,-8,60000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,4,5,5,2,3,5,4,4,3,2,-2,1,1,15,3,1987.0,1987.0,2,2,1,5,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,1,0,27,70,50.0,80,70,70.0,80,80,70,70,3,1,1,1964.0,4.0,1.0,24000.0,1.0,1.0,3.0,1.0,3,5.0,1.0,4,0,1,2,1,4,3,-8,3,1,3,-8,-8,4,3,2,3,4,4,130,5,0.0,0.0,0.0,0.0,51
1948,2,8,5,5,3,3,24,0,3,1,4,-2,1,1,2,20000.0,2,3,70.0,2,4.0,2,3,157,1,2,1.0,3,36000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,5,4,4,5,5,5,5,5,5,-2,1,1,2,6,1965.0,0.0,1,1,2,2,1,1,0.0,1,3,1,0,0,0,1,0,0,0,0,0,0,5,70,70.0,70,70,70.0,70,70,70,70,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,7.0,2,2,2,2,1,4,3,3,3,1,4,4,3,4,3,3,4,3,4,130,5,0.0,0.0,0.0,0.0,67
1968,2,8,5,6,5,4,23,0,5,7,4,1939,4,4,11,20000.0,3,3,50.0,2,5.0,5,5,160,1,2,3.0,3,30000.0,10000,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,4,4,4,1938,4,1,1,3,1991.0,1991.0,1,1,1,4,1,1,1.0,1,3,2,1,0,0,0,0,0,0,0,0,0,5,90,80.0,70,70,60.0,70,80,70,60,2,1,1,1963.0,6.0,2.0,10000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,1,1,2,3,1,5,3,-8,5,3,4,-8,-8,5,5,4,4,3,3,120,1,2.0,3.0,1.0,25.0,47
1982,1,7,6,8,4,7,16,0,5,10,4,1949,6,1,1,340000.0,3,4,81.3,2,5.0,5,5,163,1,5,3.0,2,1000000.0,300000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,4,5,1,3,4,3,4,4,2,1,4,1952,4,1,1,1,0.0,0.0,2,3,2,4,5,4,0.0,1,3,2,0,0,0,0,1,0,0,0,0,0,4,40,50.0,40,60,60.0,70,75,70,60,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,6.0,4,0,2,2,1,3,3,-8,3,2,3,3,3,5,4,3,4,3,3,114,1,2.0,3.0,1.0,7.0,33
1964,2,3,5,6,3,3,10,0,5,1,4,-2,1,4,2,15000.0,1,3,200.0,2,5.0,5,3,160,3,1,1.0,3,20000.0,-1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,4,4,4,-2,3,2,2,3,-2.0,-2.0,1,1,1,4,1,1,0.0,4,5,1,0,0,0,1,0,0,0,0,0,0,2,70,60.0,50,80,50.0,80,75,70,85,3,0,5,1960.0,4.0,1.0,5000.0,1.0,1.0,5.0,2.0,1,2.0,2.0,4,2,2,2,2,4,3,5,4,2,4,4,4,5,2,3,-8,-8,3,100,5,0.0,0.0,0.0,0.0,51
1976,2,56,3,4,3,3,90,0,5,3,1,-2,3,1,2,80000.0,3,3,90.0,2,3.0,3,5,155,1,1,3.0,3,50000.0,40000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,2,5,4,4,5,4,4,3,2,-2,3,1,2,3,2002.0,2002.0,1,1,1,4,4,1,1.0,1,3,1,0,0,1,0,0,0,0,0,0,0,19,60,50.0,80,90,60.0,80,70,70,80,4,1,1,1973.0,7.0,1.0,40000.0,4.0,1.0,3.0,1.0,1,6.0,6.0,2,1,2,2,1,4,3,-8,-8,3,4,-8,-8,4,4,3,4,3,4,98,1,3.0,3.0,1.0,15.0,39
1966,2,42,5,7,3,3,73,0,4,4,3,1926,-8,1,2,20000.0,2,3,40.0,2,5.0,5,4,166,1,2,1.0,2,80000.0,10000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,3,2,3,4,2,3,2,4,2,4,3,1926,1,1,2,3,1988.0,1988.0,5,2,1,5,2,3,0.0,1,5,1,0,0,0,0,0,0,0,0,1,0,15,80,70.0,80,80,70.0,80,70,80,80,3,1,1,1964.0,6.0,1.0,10000.0,1.0,1.0,2.0,1.0,1,2.0,1.0,5,1,1,3,1,4,2,3,2,2,3,3,4,3,3,3,2,3,4,120,1,1.0,1.0,1.0,33.0,49
1961,2,1,6,8,5,5,8,0,4,6,4,1929,3,4,16,26640.0,1,2,82.0,1,5.0,3,3,175,2,2,2.0,2,4.0,26640,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,4,5,3,4,4,3,4,-8,4,3,3,1930,3,1,6,1,0.0,0.0,4,4,4,4,4,4,0.0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,60,60.0,60,60,70.0,70,60,70,70,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,3,0,2,3,1,4,2,2,4,1,4,4,5,4,4,5,4,5,-8,140,1,2.0,3.0,1.0,24.0,54
1955,1,3,1,4,1,5,10,2,4,3,2,-2,1,1,3,90000.0,6,3,30.0,1,5.0,4,4,165,1,4,1.0,3,10000.0,3000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,3,5,5,4,5,4,5,-2,1,1,2,7,1969.0,0.0,1,1,1,3,1,1,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,2,90,98.0,80,90,60.0,90,90,-2,90,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,7.0,3,1,1,3,2,2,-8,2,4,2,4,2,2,4,-8,2,-8,2,2,114,2,0.0,0.0,0.0,0.0,60
1987,1,28,10,9,9,9,51,0,5,4,2,1963,2,1,1,200000.0,2,4,84.0,1,3.0,5,5,168,1,1,1.0,2,200000.0,100000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,1965,3,1,2,3,2010.0,2010.0,4,4,4,5,4,4,1.0,1,2,1,0,1,0,0,0,0,0,0,0,0,10,78,77.0,80,69,82.0,77,71,75,80,3,1,1,1983.0,4.0,1.0,-1.0,1.0,5.0,0.0,0.0,1,6.0,6.0,2,1,2,2,2,3,3,3,3,3,3,4,3,3,3,3,4,4,3,130,1,3.0,3.0,2.0,4.0,28
